T1923,Sealer3,1410,1,Tsk 1923 M372-T3,10000,3,Sealer 3,Mod372,Mod370,Mod371,Sealer,,,Mod370,2016/04/23 11:11:44,1410.0,2016/04/23 11:35:14,T1924,5,0.0,0.0,FC119(1.0),,Mod372
T2280,Mechanic7,6775,1,Tsk 2280 M946-T1,10000,7,Mechanic 7,Mod946,Mod334,Mod846,Mechanic,C1,Lunch break,Mod334,2016/04/23 11:17:17,6775.0,2016/04/23 14:10:12,T460,8,10.0,0.0,,,Mod946
T2259,Mechanic3,36130,1,Tsk 2259 M396-T4,10000,3,Mechanic 3,Mod396,Mod334,Mod370,Mechanic,C1,,Mod334,2016/04/23 11:25:26,36130.0,2016/04/23 21:27:36,T2151,8,0.0,0.0,FC94(1.0),,Mod396
T1749,Electrician1,2660,1,Tsk 1749 M1748-T1,10000,1,Electrician 1,Mod1748,Mod334,Mod1715,Electrician,,,Mod334,2016/04/23 11:26:51,2660.0,2016/04/23 12:11:11,T2163,11,0.0,0.0,FC106(1.0),,Mod1748
T2169,Sealer2,798,1,Tsk 2169 M703-T2,10000,2,Sealer 2,Mod703,Mod674,Mod702,Sealer,,,Mod674,2016/04/23 11:28:54,798.0,2016/04/23 11:42:12,T2146,7,10.0,0.0,FC115(1.0),,Mod703
T1833,Mechanic2,1679,1,Tsk 1833 M547-T1,10000,2,Mechanic 2,Mod547,Mod334,Mod538,Mechanic,C1,,Mod334,2016/04/23 11:28:54,1679.0,2016/04/23 11:56:53,T1832,9,0.0,0.0,,,Mod547
T1833,Mechanic1,1679,1,Tsk 1833 M547-T1,10000,1,Mechanic 1,Mod547,Mod334,Mod538,Mechanic,C1,,Mod334,2016/04/23 11:28:54,1679.0,2016/04/23 11:56:53,T1832,5,0.0,0.0,,,Mod547
T1762,Mechanic8,2335,1,Tsk 1762 M701-T1,10000,8,Mechanic 8,Mod701,Mod674,Mod699,Mechanic,C1,,Mod674,2016/04/23 11:32:22,2335.0,2016/04/23 12:11:17,T2036,4,10.0,0.0,,,Mod701
T2167,Tester2,7364,1,Tsk 2167 M422-T2,10000,2,Tester 2,Mod422,Mod406,Mod418,Tester,,,Mod406,2016/04/23 11:33:28,7364.0,2016/04/23 13:36:12,T1737,6,0.0,0.0,FC130(1.0),,Mod422
T1924,Sealer3,1517,1,Tsk 1924 M372-T5,10000,3,Sealer 3,Mod372,Mod370,Mod371,Sealer,,,Mod370,2016/04/23 11:35:14,1517.0,2016/04/23 12:00:31,T1834,6,10.0,0.0,FC119(1.0),,Mod372
T2146,Sealer2,12871,1,Tsk 2146 M2145-T1,10000,2,Sealer 2,Mod2145,Mod334,Mod1715,Sealer,,,Mod334,2016/04/23 11:42:12,12871.0,2016/04/23 15:16:43,T2126,8,10.0,0.0,,,Mod2145
T1832,Mechanic2,1807,1,Tsk 1832 M547-T2,10000,2,Mechanic 2,Mod547,Mod334,Mod538,Mechanic,C1,,Mod334,2016/04/23 11:56:53,1807.0,2016/04/23 12:27:00,T1949,10,0.0,0.0,,,Mod547
